id,name,role,level,domain,profession,skills,goal,language,format
mentee_b1665710,Полина Алексеев,mentee,junior,Blockchain,Smart Contract Developer,typescript; rust; kubernetes,Вырасти до Senior,en,online
mentee_e5a29f15,Владимир Павлов,mentee,junior,DevOps,Infrastructure Engineer,,,,
mentee_4b2d3199,Валерия Степанов,mentee,senior,Mobile,Mobile Architect,android studio; java; rest api; flutter; xcode; ui/ux,Улучшить soft skills,ru,online
mentee_98d9f6f6,Григорий Алексеев,mentee,junior,Frontend,Vue Developer,figma; react; tailwind; css; graphql; typescript,Пройти сертификацию,ru,hybrid
mentee_ab387994,Ксения Николаев,mentee,middle,Product Analytics,Marketing Analyst,tableau; sql; excel; google analytics; python,,ru,online
mentee_1989bfbe,Владимир Петров,mentee,middle,QA,QA Lead,api testing; selenium; jmeter; cypress; azure,Подготовиться к интервью в FAANG,ru,online
mentee_04c4dcb8,Надежда Попов,mentee,middle,Product Analytics,Web Analyst,a/b testing; tableau; looker; sql; power bi; statistics,Сменить специальность,ru+en,online
mentee_d04c81b4,Михаил Семёнов,mentee,middle,DevOps,Cloud Engineer,github actions; kubernetes; gcp; grafana; ansible; linux,Запустить собственный продукт,en,hybrid
mentee_e472ecfc,Никита Соловьёв,mentee,middle,QA,Test Automation Engineer,allure; selenium; api testing; appium; python,Перейти в другую компанию,ru,hybrid
mentee_860dd827,Григорий Андреев,mentee,junior,Blockchain,Web3 Engineer,ethers.js; defi,Подготовиться к интервью в FAANG,ru+en,online
mentee_5b475715,Татьяна Захаров,mentee,senior,DevOps,SRE,gcp; terraform; linux; bash; jenkins; aws; azure; ansible; docker,Пройти сертификацию,en,online
mentee_b173d7ae,Павел Степанов,mentee,middle,Mobile,React Native Developer,java; kotlin; rest api; android studio,Начать карьеру в IT,ru,online
mentee_aeb8ee06,Ирина Морозов,mentee,junior,DevOps,Infrastructure Engineer,,Перейти в другую компанию,ru,
mentee_1713c0ae,Иван Смирнов,mentee,middle,Product Analytics,Retention Analyst,,,,
mentee_6d94112e,Сергей Семёнов,mentee,junior,Product Analytics,Product Analyst,,Освоить облачные технологии,ru,
mentee_f3113ae1,Дарья Петров,mentee,senior,DevOps,Kubernetes Engineer,kubernetes; bash; github actions; jenkins; helm; prometheus; terraform; docker,Подготовиться к интервью в FAANG,en,hybrid
mentee_71999c63,Артём Васильев,mentee,junior,Backend,Software Engineer,docker; rest api; kafka; pytest,Освоить новый стек,,online
mentee_92bd67a2,Мария Попов,mentee,junior,Backend,Database Engineer,postgresql; sql; go; redis,Начать карьеру в IT,ru+en,offline
mentee_f4d59e40,Сергей Семёнов,mentee,middle,Backend,Backend Developer,grpc; node.js; rest api; go; redis; kafka,Вырасти до Senior,ru+en,online
mentee_effcc5cb,Павел Зайцев,mentee,junior,QA,SDET,jmeter; cypress; test planning; hardhat,Запустить собственный продукт,en,online
mentee_8c1d19d7,Григорий Соколов,mentee,senior,Data Science,MLOps Engineer,tensorflow; kafka; python; scikit-learn; spark; sql; pandas; mlflow; R,Вырасти до Senior,,
mentee_3ae32777,Ольга Алексеев,mentee,middle,Data Science,NLP Engineer,sql; pytorch; airflow; kafka; numpy; spark; pandas; python,Перейти в ML/Data Science,ru,online
mentee_ea2c4e5e,Григорий Захаров,mentee,junior,QA,Manual Tester,,,,
mentee_435521a4,Арсений Николаев,mentee,junior,QA,QA Engineer,cypress; pytest; allure; grafana,Вырасти до Lead/Principal,ru,online
mentee_7f202668,Татьяна Смирнов,mentee,middle,Backend,Systems Architect,java; redis; mongodb; kafka; kubernetes,Подготовиться к интервью в FAANG,en,offline
mentee_05923e41,Сергей Егоров,mentee,junior,Data Science,Data Analyst,airflow; statistics; docker; tensorflow; prometheus,Начать карьеру в IT,ru+en,offline
mentee_22aadedc,Елена Павлов,mentee,junior,Data Science,NLP Engineer,tensorflow; docker,Улучшить soft skills,ru,online
mentee_3e8c4137,Егор Петров,mentee,junior,Product Analytics,Retention Analyst,python; statistics; looker; amplitude,Перейти в ML/Data Science,ru,hybrid
mentee_4b91a49a,Наталья Петров,mentee,junior,Product Analytics,Marketing Analyst,a/b testing; power bi; aws,Пройти сертификацию,en,online
mentee_8570c1d9,Иван Петров,mentee,junior,Mobile,iOS Developer,git; swift; firebase; blender,Начать карьеру в IT,en,online
mentee_cf609a46,Дарья Никитин,mentee,middle,Data Science,NLP Engineer,scikit-learn; spark; pytorch; mlflow; R; statistics; airflow; pandas; sql,Сменить специальность,,
mentee_1c6b4399,Тимур Борисов,mentee,middle,Data Science,NLP Engineer,,,,
mentee_7851d27a,Виктория Егоров,mentee,middle,Cybersecurity,Security Engineer,,,ru+en,hybrid
mentee_ab2daffd,Антон Лебедев,mentee,junior,Cybersecurity,Security Engineer,,,en,online
mentee_bf7b48e9,Валерия Кузнецов,mentee,senior,Backend,Software Engineer,kubernetes; python; redis; rest api; go; node.js; sql; mongodb; grpc; docker,Разобраться с архитектурой,ru,online
mentee_9956c02b,Вера Попов,mentee,junior,DevOps,SRE,kubernetes; terraform; gcp,Научиться менеджменту в IT,ru,online
mentee_82f44609,Екатерина Кузнецов,mentee,middle,Product Analytics,Marketing Analyst,looker; mixpanel; sql; amplitude; power bi,Вырасти до Lead/Principal,ru,online
mentee_dd31a9a3,Юлия Соловьёв,mentee,junior,Game Development,Game Developer,unity; physics simulation; game design,Перейти в другую компанию,ru,online
mentee_00f7b5c3,Максим Васильев,mentee,middle,Frontend,Frontend Developer,,Сменить специальность,en,
mentee_4f97ac7f,Артём Иванов,mentee,junior,Backend,Systems Architect,node.js; rest api,Вырасти до Lead/Principal,ru,hybrid
mentee_5c3d7f2d,Иван Петров,mentee,middle,Backend,Backend Developer,redis; grpc; mongodb; kafka; python; microservices; docker; java,Пройти сертификацию,ru,online
mentee_de86e9cb,Владимир Лебедев,mentee,senior,Data Science,Research Scientist,spark; python; pandas; tensorflow; sql; numpy; mlflow; docker; pytorch; kafka; solidity,Научиться менеджменту в IT,en,online
mentee_29766ccc,Григорий Морозов,mentee,middle,Product Analytics,Marketing Analyst,mixpanel; google analytics; sql; tableau; looker; python; a/b testing,Начать карьеру в IT,ru,hybrid
mentee_9238f052,Максим Петров,mentee,junior,Mobile,Kotlin Developer,react native; objective-c; typescript,Перейти в ML/Data Science,en,hybrid
mentee_39c7aac8,Андрей Петров,mentee,middle,QA,SDET,api testing; appium; git; allure; selenium,Разобраться с системным дизайном,ru+en,online
mentee_42c61837,Владимир Козлов,mentee,middle,DevOps,CI/CD Engineer,terraform; gcp; docker; kubernetes; prometheus; ansible,Перейти в ML/Data Science,ru,online
mentee_200b78fc,Андрей Зайцев,mentee,senior,DevOps,CI/CD Engineer,,,,
mentee_c1c149f5,Наталья Захаров,mentee,middle,Mobile,iOS Developer,git; android studio; kotlin; objective-c,Улучшить soft skills,,
mentee_c997421a,Сергей Никитин,mentee,junior,Backend,Java Developer,,,ru+en,hybrid
mentee_b27576a9,Светлана Макаров,mentee,senior,Mobile,Android Developer,android studio; react native; ui/ux; flutter; firebase; git; java; rest api; kotlin; swift,Разобраться с архитектурой,ru+en,online
mentee_5e22af7e,Тамара Михайлов,mentee,senior,Blockchain,Blockchain Developer,web3.js; nft; ethers.js; smart contracts; typescript; truffle; hardhat; ethereum; defi; python,,ru,offline
mentee_0e8886b6,Татьяна Макаров,mentee,middle,Mobile,React Native Developer,,,ru,online
mentee_f33a456c,Виктория Петров,mentee,junior,Data Science,Data Scientist,spark; sql; pytorch; airflow; R; python,Улучшить soft skills,en,online
mentee_ad77d100,Мария Кузнецов,mentee,junior,Data Science,MLOps Engineer,numpy; sql; statistics; pandas,,ru+en,online
mentee_5c488fdd,Полина Орлов,mentee,middle,Blockchain,DeFi Developer,hardhat; defi; ethers.js; solidity; web3.js,Сменить специальность,ru,online
mentee_93cac6ac,Дарья Михайлов,mentee,senior,Game Development,Unreal Engine Developer,unity; physics simulation; lua; game design; unreal engine; git,Научиться менеджменту в IT,ru,hybrid
mentee_32289c4d,Сергей Орлов,mentee,middle,Product Analytics,Growth Analyst,,,ru,online
mentee_1af02caa,Владимир Андреев,mentee,middle,Cybersecurity,Incident Response Analyst,burp suite; owasp; metasploit; nmap; siem; wireshark,Освоить облачные технологии,ru,online
mentee_41e5f28c,Мария Кузнецов,mentee,junior,Cybersecurity,Security Architect,,Улучшить soft skills,ru,
mentee_54d4a916,Тимур Соловьёв,mentee,middle,Blockchain,Smart Contract Developer,defi; ethereum; nft; rust; hardhat; ethers.js; solidity; truffle,Разобраться с архитектурой,ru,online
mentee_51797723,Наталья Попов,mentee,middle,Blockchain,Crypto Analyst,ethers.js; typescript; rust; hardhat; truffle; solidity; ethereum; jmeter,Освоить новый стек,ru,hybrid
mentee_0fa52a46,Валерия Козлов,mentee,junior,Backend,Software Engineer,mongodb; sql; docker; kafka,Перейти в ML/Data Science,en,offline
mentee_f5720921,Наталья Степанов,mentee,middle,QA,QA Engineer,api testing; pytest; git; allure; test planning; cypress; jira; sql,Пройти сертификацию,ru,online
mentee_01768252,Валерия Васильев,mentee,junior,Blockchain,DeFi Developer,solidity; defi; smart contracts; rust; typescript,,ru+en,hybrid
mentee_962da20e,Мария Борисов,mentee,junior,Cybersecurity,SOC Analyst,nmap; python; siem,Разобраться с системным дизайном,,online
mentee_dc07ff90,Виктория Никитин,mentee,junior,Backend,Database Engineer,microservices; docker; postgresql; python; mongodb,Вырасти до Senior,ru,online
mentee_fcddce5a,Алексей Соловьёв,mentee,junior,Game Development,Technical Artist,,,ru,online
mentee_23b6f101,Алина Павлов,mentee,junior,Mobile,Swift Developer,objective-c; kotlin; swift; react native; android studio,,ru,hybrid
mentee_8e724a4d,Юлия Никитин,mentee,junior,Game Development,Unreal Engine Developer,,Освоить новый стек,en,
mentee_693d74b5,Никита Борисов,mentee,junior,QA,QA Engineer,test planning; jmeter; allure; a/b testing,Перейти в ML/Data Science,,
