id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback
mentee_621ed6f0,Роман Зайцев,junior,1,Mobile,iOS Developer,en,en,online,online,flutter; swift; xcode,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_0ea62903,Дмитрий Новиков,middle,2,Product Analytics,Web Analyst,en,en,online,online,,1,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0
mentee_09b40911,Татьяна Фёдоров,middle,2,Game Development,Game Designer,ru,ru,offline,offline,unity; c++; physics simulation; game design; statistics,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_bbe16923,Тамара Волков,middle,2,Frontend,Vue Developer,ru+en,en|ru,online,online,figma; css; react; typescript; vite,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_1b5ebcc9,Денис Смирнов,middle,2,Game Development,Technical Artist,ru,ru,,,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_1f6d45b9,Кирилл Михайлов,junior,1,Data Science,NLP Engineer,ru,ru,online,online,r; mlflow,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0
mentee_74cb5fde,Алина Макаров,junior,1,Frontend,TypeScript Developer,ru,ru,online,online,graphql; react; next.js; typescript; webpack; penetration testing,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0
mentee_ba2bfb6e,Арсений Егоров,senior,3,Game Development,Game Designer,ru,ru,online,online,unity; c++; blender; opengl; physics simulation; git; c#; lua; firebase,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_3d5168f9,Владимир Волков,senior,3,Mobile,Android Developer,ru,ru,offline,offline,xcode; kotlin; firebase; objective-c; ui/ux; java; git; rest api; flutter; android studio; test planning,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_495fb43e,Кирилл Николаев,junior,1,Product Analytics,Marketing Analyst,en,en,hybrid,hybrid|offline|online,mixpanel; sql; python; power bi; google analytics,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_f6c76fbd,Михаил Васильев,junior,1,Blockchain,Crypto Analyst,ru+en,en|ru,online,online,rust; truffle,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_ce77853e,Артём Степанов,junior,1,Product Analytics,Marketing Analyst,ru,ru,online,online,a/b testing; tableau; power bi,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_6d6036ca,Светлана Попов,middle,2,Product Analytics,Web Analyst,ru,ru,offline,offline,mixpanel; excel; amplitude; looker; tableau; a/b testing; typescript,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0
mentee_a77f76a9,Светлана Козлов,senior,3,Mobile,Swift Developer,ru+en,en|ru,hybrid,hybrid|offline|online,,1,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0
mentee_bd599916,Максим Попов,middle,2,Frontend,TypeScript Developer,ru,ru,hybrid,hybrid|offline|online,tailwind; react; vue; webpack; javascript,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0
mentee_0a2af0fd,Денис Павлов,middle,2,Blockchain,Blockchain Developer,,,online,online,defi; hardhat; web3.js; ethers.js; smart contracts; nft; solidity,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_560fa709,Ольга Лебедев,junior,1,Game Development,Gameplay Programmer,ru+en,en|ru,online,online,unreal engine; lua; react,0,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0
mentee_bbe5e5cd,Юлия Соколов,senior,3,Game Development,Unreal Engine Developer,ru,ru,hybrid,hybrid|offline|online,blender; c#; git; unreal engine; lua; opengl; game design; physics simulation; unity; c++,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0
mentee_4f365949,Надежда Лебедев,junior,1,Blockchain,Web3 Engineer,ru+en,en|ru,online,online,nft; truffle,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_d2c128da,Иван Петров,middle,2,QA,SDET,en,en,hybrid,hybrid|offline|online,jira; sql; git; jmeter; appium; postman; test planning,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0
mentee_27d75853,Светлана Попов,senior,3,Frontend,TypeScript Developer,ru,ru,hybrid,hybrid|offline|online,vue; webpack; typescript; angular; next.js; tailwind; graphql; javascript; statistics,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0
mentee_e8b63612,Алексей Захаров,junior,1,Mobile,Mobile Architect,ru,ru,online,online,rest api; git; java,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0
mentee_bce2b593,Иван Смирнов,junior,1,Product Analytics,Growth Analyst,en,en,online,online,excel; statistics; looker; mixpanel,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0
mentee_f1b1078b,Михаил Алексеев,senior,3,Mobile,Kotlin Developer,en,en,online,online,ui/ux; git; react native; android studio; xcode; swift,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0
mentee_778043c8,Валерия Волков,senior,3,Blockchain,Blockchain Developer,ru+en,en|ru,online,online,,1,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_5bde6cac,Валерия Павлов,junior,1,Frontend,React Developer,ru,ru,online,online,javascript; tailwind; allure,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0
mentee_07fafff9,Павел Петров,senior,3,Frontend,Vue Developer,ru,ru,offline,offline,figma; next.js; angular; tailwind; html; webpack; vite; graphql; react,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_e5fd8a60,Дмитрий Николаев,senior,3,Blockchain,Web3 Engineer,ru+en,en|ru,online,online,python; truffle; hardhat; rust; solidity; typescript; ethereum; web3.js; smart contracts; docker,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_9803dd27,Никита Лебедев,junior,1,Mobile,React Native Developer,,,,,,1,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_0751e4cb,Иван Макаров,middle,2,Blockchain,DeFi Developer,ru+en,en|ru,online,online,ethereum; rust; typescript; smart contracts; nft,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0
mentee_09fffdb0,Юлия Николаев,middle,2,Game Development,Unreal Engine Developer,en,en,online,online,c++; git; blender; lua; unreal engine; c#; opengl,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0
mentee_0627a5ef,Арсений Алексеев,junior,1,Cybersecurity,SOC Analyst,,,,,,1,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0
mentee_a8651c29,Наталья Фёдоров,senior,3,QA,Test Analyst,ru,ru,,,,1,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0
mentee_a4cde4f2,Денис Соколов,middle,2,Mobile,React Native Developer,en,en,online,online,git; xcode; java; objective-c; flutter; ansible,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_f4dab640,Денис Попов,middle,2,Data Science,ML Engineer,en,en,online,online,python; airflow; numpy; sql; spark,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_22eed886,Максим Козлов,junior,1,Data Science,ML Engineer,ru+en,en|ru,online,online,numpy; sql,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_e4c37226,Ирина Смирнов,middle,2,Product Analytics,Growth Analyst,ru,ru,online,online,mixpanel; statistics; python; tableau,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0
mentee_2fd8af02,Екатерина Морозов,senior,3,Game Development,Game Designer,en,en,,,,1,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_1f0f2600,Ирина Степанов,middle,2,Frontend,Frontend Developer,ru,ru,online,online,react; figma; graphql; css; next.js,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0
mentee_2aabc150,Александр Новиков,senior,3,Product Analytics,Marketing Analyst,ru,ru,offline,offline,amplitude; excel; mixpanel; tableau; google analytics; a/b testing; statistics; sql; python,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_7aa548f7,Дарья Макаров,junior,1,Frontend,UI Developer,ru,ru,online,online,graphql; angular,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_33576570,Светлана Егоров,junior,1,Blockchain,Web3 Engineer,ru,ru,online,online,rust; truffle; hardhat,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_3321d99d,Григорий Соколов,junior,1,Blockchain,Blockchain Developer,,,,,ethers.js; smart contracts; ethereum,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_ff62def6,Ксения Зайцев,junior,1,Blockchain,DeFi Developer,,,,,nft; ethers.js,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0
mentee_919c2c79,Дарья Никитин,middle,2,Game Development,Game Designer,ru,ru,offline,offline,physics simulation; blender; unity; c++,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_c7606828,Денис Смирнов,middle,2,Data Science,ML Engineer,ru,ru,hybrid,hybrid|offline|online,sql; numpy; r; kafka; statistics; pytorch,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_bab06230,Кирилл Попов,junior,1,Backend,API Developer,ru,ru,online,online,docker; redis; mongodb; penetration testing,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0
mentee_56faf112,Максим Михайлов,middle,2,Game Development,Game Designer,ru,ru,hybrid,hybrid|offline|online,opengl; c#; blender; c++; git; unity; physics simulation,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_32c270c8,Михаил Семёнов,senior,3,DevOps,SRE,,,,,bash; prometheus; docker; ansible; grafana; aws; gcp; kubernetes; jenkins; azure,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_1ea4e9e4,Надежда Морозов,junior,1,Game Development,Unreal Engine Developer,,,,,,1,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0
mentee_42b130c4,Антон Михайлов,middle,2,Mobile,Android Developer,ru,ru,online,online,,1,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_c914f309,Полина Козлов,middle,2,Blockchain,Crypto Analyst,ru,ru,hybrid,hybrid|offline|online,solidity; smart contracts; defi; ethereum; truffle; nft; rust,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_6203f22c,Наталья Зайцев,junior,1,DevOps,Cloud Engineer,ru,ru,online,online,docker; azure; aws; prometheus; grafana,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0
mentee_35c26fd3,Арсений Никитин,middle,2,Product Analytics,Retention Analyst,ru,ru,hybrid,hybrid|offline|online,sql; mixpanel; power bi; looker; a/b testing; rust,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_3abc026b,Екатерина Никитин,junior,1,Data Science,Research Scientist,ru,ru,online,online,scikit-learn; docker; mlflow; statistics; sql,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0
mentee_e86dae75,Владимир Семёнов,junior,1,Mobile,Flutter Developer,,,,,java; rest api,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_0e3640f1,Надежда Борисов,senior,3,Mobile,Flutter Developer,en,en,online,online,java; flutter; swift; xcode; firebase; objective-c; kotlin; aws,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_483091b8,Владимир Никитин,middle,2,Mobile,Flutter Developer,ru+en,en|ru,hybrid,hybrid|offline|online,rest api; flutter; android studio; objective-c; git; ui/ux; xcode,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_5515fbb3,Артём Соловьёв,senior,3,Game Development,Game Developer,ru,ru,offline,offline,unity; physics simulation; c#; c++; git; opengl; azure,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_00f13d54,Дмитрий Иванов,middle,2,Blockchain,DeFi Developer,en,en,hybrid,hybrid|offline|online,ethereum; defi; solidity; hardhat; python; nft; ethers.js; typescript,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0
mentee_98bfdff0,Татьяна Соколов,senior,3,Backend,Software Engineer,en,en,online,online,docker; sql; postgresql; microservices; redis; java; grpc; node.js; kubernetes; rest api; python,0,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0
mentee_77545e3a,Тимур Козлов,senior,3,Data Science,ML Engineer,ru+en,en|ru,hybrid,hybrid|offline|online,python; kafka; statistics; numpy; pandas; spark; sql; pytorch; r,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_3a356d8d,Надежда Егоров,senior,3,DevOps,SRE,ru,ru,hybrid,hybrid|offline|online,docker; kubernetes; bash; jenkins; azure; helm; terraform; aws,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_119cecbe,Татьяна Степанов,middle,2,QA,QA Engineer,,,,,test planning; python; appium; jira; postman; pytest; cypress,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_c8440c83,Роман Николаев,junior,1,QA,Test Automation Engineer,ru,ru,online,online,allure; appium; selenium; cypress; sql,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_1562e414,Тамара Фёдоров,junior,1,Blockchain,Crypto Analyst,en,en,offline,offline,typescript; web3.js; truffle,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_50fe4960,Дарья Семёнов,middle,2,Mobile,Flutter Developer,en,en,online,online,,1,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_f371f658,Григорий Лебедев,junior,1,QA,Performance Tester,ru,ru,hybrid,hybrid|offline|online,selenium; pytest,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_54538972,Анна Никитин,senior,3,Data Science,MLOps Engineer,ru,ru,online,online,scikit-learn; mlflow; airflow; numpy; sql; kafka; docker; spark; r; pytorch,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_f8253e5d,Владимир Николаев,junior,1,Backend,Java Developer,ru,ru,online,online,,1,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0
mentee_0c65328f,Тимур Зайцев,junior,1,Data Science,Computer Vision Engineer,,,,,spark; pytorch; sql; kafka,0,"0.0812,0.0129,0.012,0.7078,0.0338,0.0096,0.0223,0.0055,0.0831,0.0316",0
mentee_a9652519,Андрей Алексеев,junior,1,Blockchain,Crypto Analyst,ru,ru,hybrid,hybrid|offline|online,python; truffle; nft; rust,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_13f50965,Арсений Петров,junior,1,Blockchain,Smart Contract Developer,ru,ru,online,online,typescript; nft,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0
mentee_98a38d5e,Дарья Михайлов,middle,2,QA,QA Lead,ru,ru,online,online,test planning; postman; jira; allure; pytest; sql,0,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0
mentee_1d3ca514,Арсений Николаев,senior,3,QA,Manual Tester,ru,ru,offline,offline,pytest; jmeter; test planning; appium; postman; selenium,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0
mentee_5e980320,Александр Попов,senior,3,Mobile,Kotlin Developer,ru,ru,online,online,react native; git; objective-c; ui/ux; java; rest api; flutter; firebase,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0
mentee_588ddec4,Анна Попов,junior,1,Data Science,BI Analyst,,,online,online,pytorch; tensorflow; statistics,0,"0.095,0.0195,0.0157,0.6874,0.0327,0.0077,0.0146,0.0101,0.0806,0.0366",0
mentee_74bd9f7f,Ксения Морозов,junior,1,Backend,Go Developer,ru,ru,online,online,sql; python,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_e9722636,Светлана Петров,junior,1,Frontend,Angular Developer,ru,ru,online,online,,1,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_87aaca4d,Полина Алексеев,junior,1,QA,QA Lead,,,,,,1,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0
mentee_b1665710,Полина Алексеев,junior,1,Blockchain,Smart Contract Developer,en,en,online,online,typescript; rust; kubernetes,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0
mentee_e5a29f15,Владимир Павлов,junior,1,DevOps,Infrastructure Engineer,,,,,,1,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0
mentee_4b2d3199,Валерия Степанов,senior,3,Mobile,Mobile Architect,ru,ru,online,online,android studio; java; rest api; flutter; xcode; ui/ux,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0
mentee_98d9f6f6,Григорий Алексеев,junior,1,Frontend,Vue Developer,ru,ru,hybrid,hybrid|offline|online,figma; react; tailwind; css; graphql; typescript,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_ab387994,Ксения Николаев,middle,2,Product Analytics,Marketing Analyst,ru,ru,online,online,tableau; sql; excel; google analytics; python,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_1989bfbe,Владимир Петров,middle,2,QA,QA Lead,ru,ru,online,online,api testing; selenium; jmeter; cypress; azure,0,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0
mentee_04c4dcb8,Надежда Попов,middle,2,Product Analytics,Web Analyst,ru+en,en|ru,online,online,a/b testing; tableau; looker; sql; power bi; statistics,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0
mentee_d04c81b4,Михаил Семёнов,middle,2,DevOps,Cloud Engineer,en,en,hybrid,hybrid|offline|online,github actions; kubernetes; gcp; grafana; ansible; linux,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0
mentee_e472ecfc,Никита Соловьёв,middle,2,QA,Test Automation Engineer,ru,ru,hybrid,hybrid|offline|online,allure; selenium; api testing; appium; python,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_860dd827,Григорий Андреев,junior,1,Blockchain,Web3 Engineer,ru+en,en|ru,online,online,ethers.js; defi,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_5b475715,Татьяна Захаров,senior,3,DevOps,SRE,en,en,online,online,gcp; terraform; linux; bash; jenkins; aws; azure; ansible; docker,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_b173d7ae,Павел Степанов,middle,2,Mobile,React Native Developer,ru,ru,online,online,java; kotlin; rest api; android studio,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_aeb8ee06,Ирина Морозов,junior,1,DevOps,Infrastructure Engineer,ru,ru,,,,1,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0
