id,name,role,level,domain,profession,skills,language,format,experience_years,available,hours_per_week,boosted,boost_k
mentor_08e946bf,Александр Никитин,mentor,middle,Data Science,ML Engineer,spark; airflow; scikit-learn; docker; sql; R; numpy; kafka; firebase,ru,hybrid,4,True,3,False,0.0
mentor_52c22ac2,Виктория Борисов,mentor,lead,Product Analytics,Marketing Analyst,a/b testing; statistics; excel; mixpanel; power bi; python; amplitude; google analytics; tableau; sql; looker,ru+en,online,12,True,3,False,0.0
mentor_4c54bfab,Надежда Новиков,mentor,middle,Blockchain,Blockchain Developer,nft; python; solidity; web3.js; smart contracts; truffle; typescript,ru+en,online,5,True,8,False,0.0
mentor_82fab8bd,Сергей Борисов,mentor,middle,Blockchain,Smart Contract Developer,rust; ethers.js; python; solidity; truffle; web3.js; ethereum; hardhat; smart contracts; wireshark,en,online,5,False,0,False,0.0
mentor_d1aec420,Надежда Фёдоров,mentor,senior,Mobile,iOS Developer,xcode; objective-c; flutter; swift; git; java; ui/ux; game design,en,online,6,True,6,False,0.0
mentor_d0bd8cfd,Мария Попов,mentor,lead,Blockchain,Smart Contract Developer,hardhat; defi; nft; solidity; ethers.js; typescript; python; ethereum; api testing,ru+en,online,17,True,3,False,0.0
mentor_86a27d13,Тимур Семёнов,mentor,senior,Game Development,Game Designer,c++; unity; game design; c#; python; opengl; git; unreal engine; physics simulation; lua; blender,ru,hybrid,12,True,4,False,0.0
mentor_e40873c8,Дарья Волков,mentor,senior,Cybersecurity,Incident Response Analyst,metasploit; wireshark; linux; siem; burp suite; penetration testing; owasp; python; network security; cryptography,en,online,11,True,4,False,0.0
mentor_d2671696,Екатерина Борисов,mentor,senior,Mobile,React Native Developer,,,,9,True,6,False,0.0
mentor_dd837b50,Наталья Николаев,mentor,senior,QA,QA Engineer,selenium; git; cypress; jira; allure; test planning; jmeter; appium; api testing; postman; python; pytest; solidity,en,online,8,True,4,False,0.0
mentor_743944de,Дмитрий Козлов,mentor,senior,Blockchain,DeFi Developer,ethereum; web3.js; smart contracts; ethers.js; nft; rust; hardhat; solidity; python,ru+en,online,6,True,6,False,0.0
mentor_008a1347,Дарья Смирнов,mentor,middle,DevOps,CI/CD Engineer,,en,hybrid,5,True,8,False,0.0
mentor_29068797,Мария Орлов,mentor,middle,Frontend,TypeScript Developer,tailwind; webpack; figma; graphql; typescript; vite; css; javascript; next.js; metasploit,ru,hybrid,3,True,8,False,0.0
mentor_857b6041,Людмила Семёнов,mentor,senior,QA,Performance Tester,pytest; jira; postman; git; api testing; sql; selenium; test planning; python; jmeter; appium; ui/ux,ru,online,6,True,2,False,0.0
mentor_e746bd5b,Екатерина Захаров,mentor,lead,Backend,API Developer,microservices; kafka; rest api; python; kubernetes; redis; go; node.js; java; grpc; docker; postgresql; ui/ux,,offline,16,True,5,False,0.0
mentor_07276bdc,Григорий Борисов,mentor,lead,Frontend,UI Developer,javascript; html; angular; vite; next.js; typescript; webpack; tailwind; vue; figma; a/b testing,en,hybrid,16,True,4,False,0.0
mentor_10857dd3,Денис Попов,mentor,middle,Cybersecurity,SOC Analyst,owasp; network security; nmap; siem; python; penetration testing; burp suite,ru,online,6,True,6,False,0.0
mentor_292d8606,Виктория Павлов,mentor,lead,Blockchain,Blockchain Developer,python; ethers.js; web3.js; smart contracts; hardhat; solidity; ethereum; nft; rust; defi; truffle,ru,online,18,True,6,False,0.0
mentor_aa3134a0,Светлана Макаров,mentor,middle,Product Analytics,Marketing Analyst,excel; power bi; looker; amplitude; statistics; python,en,online,5,True,2,False,0.0
mentor_d1b296aa,Роман Андреев,mentor,senior,QA,Test Analyst,,,online,12,True,6,True,0.09
mentor_3a6d242a,Валерия Васильев,mentor,senior,Cybersecurity,Penetration Tester,metasploit; cryptography; python; siem; owasp; linux; nmap; wireshark; penetration testing; burp suite,,,9,True,1,False,0.0
mentor_b9ba7e96,Тамара Макаров,mentor,middle,Data Science,Computer Vision Engineer,numpy; mlflow; tensorflow; pytorch; pandas; scikit-learn; kafka; sql,en,online,5,True,6,False,0.0
mentor_85f58447,Вера Соловьёв,mentor,middle,Game Development,Game Developer,git; unity; c++; physics simulation; game design; unreal engine; opengl,ru+en,online,5,True,1,True,0.11
mentor_b4e2efca,Денис Козлов,mentor,middle,Cybersecurity,Penetration Tester,,,online,3,False,0,False,0.0
mentor_47970eba,Роман Николаев,mentor,senior,Frontend,Vue Developer,angular; next.js; html; vite; webpack; javascript; css; typescript; graphql; figma; tailwind; vue; jira,ru,,5,True,6,False,0.0
mentor_5f7c9aff,Ольга Фёдоров,mentor,middle,Product Analytics,Marketing Analyst,looker; a/b testing; excel; mixpanel; power bi; swift,ru,online,2,True,4,False,0.0
mentor_bac62d62,Екатерина Степанов,mentor,middle,Blockchain,DeFi Developer,,,,3,False,0,False,0.0
mentor_fcda6bbf,Ирина Никитин,mentor,senior,Frontend,TypeScript Developer,typescript; figma; tailwind; css; javascript; vite; html; graphql; next.js; git,,online,9,True,5,True,0.09
mentor_8e694192,Мария Семёнов,mentor,senior,QA,Performance Tester,test planning; pytest; cypress; python; selenium; jira; postman; appium; allure; jmeter; api testing,en,offline,7,True,8,False,0.0
mentor_2c29357e,Елена Кузнецов,mentor,lead,Backend,Database Engineer,go; grpc; docker; kafka; redis; rest api; python; postgresql; mongodb,ru+en,hybrid,19,True,5,False,0.0
mentor_3a6b5b81,Иван Павлов,mentor,senior,Cybersecurity,Malware Analyst,,,,6,True,4,False,0.0
mentor_cb1e8e47,Мария Фёдоров,mentor,middle,Game Development,Gameplay Programmer,game design; unity; c++; unreal engine; blender; python,ru+en,online,3,True,3,False,0.0
mentor_a6aeaafe,Екатерина Петров,mentor,senior,Blockchain,Web3 Engineer,defi; typescript; ethers.js; solidity; truffle; python; hardhat; rust; nft; ethereum,,hybrid,8,False,0,False,0.0
mentor_b07b6e49,Екатерина Орлов,mentor,middle,Frontend,Web Developer,,ru,online,6,True,1,False,0.0
mentor_5d578a47,Алина Макаров,mentor,middle,QA,QA Engineer,test planning; pytest; allure; cypress; git; selenium; postman; jira; ethereum,ru,online,4,True,4,False,0.0
mentor_69da96d8,Павел Васильев,mentor,senior,Game Development,Game Developer,unity; opengl; unreal engine; python; physics simulation; c#; c++; game design; git; blender,en,offline,5,True,1,False,0.0
mentor_0269c879,Виктория Лебедев,mentor,middle,DevOps,DevOps Engineer,docker; terraform; linux; github actions; bash; jenkins; prometheus; aws; azure,en,hybrid,4,True,5,False,0.0
mentor_593f05c3,Иван Волков,mentor,senior,Frontend,TypeScript Developer,react; vite; angular; graphql; vue; tailwind; figma; html; javascript; css,ru,offline,11,True,5,False,0.0
mentor_14cf5716,Полина Кузнецов,mentor,lead,Frontend,Web Developer,css; typescript; html; next.js; javascript; vite; figma; vue; react,ru+en,offline,19,True,1,False,0.0
mentor_99e26909,Павел Семёнов,mentor,senior,Data Science,Computer Vision Engineer,pytorch; statistics; R; sql; numpy; scikit-learn; tensorflow,ru,online,11,True,6,False,0.0
mentor_68891770,Александр Степанов,mentor,senior,Cybersecurity,Incident Response Analyst,burp suite; network security; owasp; penetration testing; python; nmap; metasploit; siem; cryptography,ru+en,hybrid,10,True,4,False,0.0
mentor_7ef2509f,Мария Волков,mentor,lead,QA,Test Analyst,,,hybrid,11,True,1,False,0.0
mentor_28511f32,Денис Лебедев,mentor,senior,Data Science,Research Scientist,mlflow; docker; sql; airflow; kafka; spark; python; scikit-learn; numpy; statistics; tensorflow; pytorch; javascript,ru,,8,True,2,False,0.0
mentor_d9156405,Антон Морозов,mentor,lead,Blockchain,Crypto Analyst,web3.js; smart contracts; nft; solidity; rust; ethers.js; typescript; defi; ethereum; truffle,ru,online,15,True,2,False,0.0
mentor_c41f71e5,Дарья Соловьёв,mentor,senior,Mobile,Kotlin Developer,,,offline,12,False,0,True,0.18
mentor_ecfa4e23,Светлана Морозов,mentor,middle,Product Analytics,Marketing Analyst,statistics; looker; google analytics; power bi; tableau; python,ru,offline,5,True,2,False,0.0
mentor_c9d154dd,Валерия Волков,mentor,middle,Backend,Software Engineer,redis; sql; node.js; grpc; python,ru,offline,4,True,5,False,0.0
mentor_c442872f,Роман Лебедев,mentor,senior,Backend,Systems Architect,,,hybrid,7,True,8,False,0.0
mentor_dbce39ba,Наталья Новиков,mentor,middle,Blockchain,Smart Contract Developer,web3.js; nft; truffle; typescript; smart contracts,,,2,True,2,False,0.0
mentor_8538cfd0,Артём Попов,mentor,senior,Product Analytics,Growth Analyst,google analytics; python; looker; power bi; tableau; mixpanel; statistics; amplitude; sql,ru,online,6,True,8,False,0.0
mentor_c2b85b4d,Арсений Лебедев,mentor,senior,Mobile,Flutter Developer,git; firebase; react native; android studio; xcode; swift; kotlin; java; objective-c; flutter; rest api,ru,online,6,True,3,True,0.09
mentor_d9e0e0fa,Никита Павлов,mentor,middle,Product Analytics,Product Analyst,python; power bi; sql; amplitude; a/b testing; looker; statistics,ru+en,,6,True,3,False,0.0
mentor_78cb1a8d,Денис Макаров,mentor,middle,DevOps,Platform Engineer,,,online,2,True,3,False,0.0
mentor_b5eb0176,Владимир Кузнецов,mentor,middle,Cybersecurity,Penetration Tester,nmap; penetration testing; siem; python; cryptography; network security; linux; metasploit; wireshark,ru,hybrid,3,True,6,False,0.0
mentor_7f226e61,Надежда Никитин,mentor,senior,DevOps,SRE,bash; aws; grafana; docker; jenkins; helm; azure,ru,hybrid,9,True,6,False,0.0
mentor_5cb4cc3c,Алина Захаров,mentor,senior,Product Analytics,Product Analyst,mixpanel; sql; statistics; a/b testing; google analytics; power bi; python; excel; tableau; next.js,,hybrid,6,True,3,True,0.11
mentor_8b36aae9,Кирилл Борисов,mentor,senior,Frontend,React Developer,vue; vite; figma; tailwind; angular; webpack; graphql,,,7,True,5,False,0.0
mentor_fede4fe9,Денис Орлов,mentor,senior,Frontend,Angular Developer,tailwind; react; next.js; css; webpack; typescript; vue; graphql; angular,en,online,8,True,3,False,0.0
mentor_a04f1c11,Егор Волков,mentor,lead,QA,Test Automation Engineer,python; allure; appium; api testing; pytest; selenium; git; postman; jmeter; cypress,ru,offline,15,True,5,False,0.0
mentor_8e5e2026,Екатерина Захаров,mentor,middle,Game Development,Unreal Engine Developer,c++; unity; lua; git; unreal engine,ru+en,hybrid,3,True,1,False,0.0
mentor_3913737e,Анна Захаров,mentor,lead,QA,QA Engineer,sql; jmeter; test planning; pytest; selenium; postman; jira; appium; cypress; api testing; python; allure; flutter,en,online,19,False,0,False,0.0
mentor_ab89a273,Артём Иванов,mentor,lead,Product Analytics,Marketing Analyst,mixpanel; a/b testing; looker; sql; google analytics; python; statistics; excel; amplitude; tableau,ru,hybrid,18,True,1,False,0.0
mentor_5072d6c3,Татьяна Николаев,mentor,middle,DevOps,Platform Engineer,,,hybrid,3,False,0,False,0.0
mentor_89cd46f2,Егор Макаров,mentor,senior,QA,Manual Tester,postman; selenium; appium; cypress; python; test planning; git; jmeter; pytest; api testing; sql,ru,online,10,True,6,False,0.0
mentor_a18bd8bf,Никита Васильев,mentor,senior,Data Science,BI Analyst,mlflow; statistics; kafka; sql; docker; numpy; spark,ru+en,online,12,True,1,False,0.0
mentor_d09d90d5,Антон Павлов,mentor,senior,Backend,API Developer,go; mongodb; kafka; microservices; sql; docker; postgresql; kubernetes,,hybrid,5,True,4,False,0.0
mentor_25418c75,Елена Смирнов,mentor,senior,Mobile,Mobile Architect,react native; git; firebase; rest api; ui/ux; java; objective-c; swift; kotlin,ru+en,hybrid,12,True,4,False,0.0
mentor_5f221e59,Надежда Степанов,mentor,senior,QA,Performance Tester,cypress; test planning; jira; appium; selenium; pytest; sql; git; postman; jmeter; allure; vue,en,online,7,True,5,True,0.11
mentor_4af02f56,Максим Алексеев,mentor,senior,Data Science,Research Scientist,tensorflow; pandas; statistics; airflow; spark; mlflow; kafka; pytorch; numpy,,offline,9,True,3,False,0.0
mentor_8f25406f,Антон Павлов,mentor,middle,Game Development,Unity Developer,python; c++; c#; unity; git,ru,offline,5,True,8,False,0.0
mentor_c4fe44f8,Максим Николаев,mentor,lead,Product Analytics,Retention Analyst,looker; google analytics; tableau; a/b testing; python; statistics; sql; mixpanel,,online,14,False,0,False,0.0
mentor_e4499609,Денис Смирнов,mentor,senior,Product Analytics,Growth Analyst,amplitude; google analytics; python; tableau; power bi; mixpanel; a/b testing; looker; prometheus,ru+en,online,12,False,0,True,0.08
mentor_047dc0c4,Тимур Иванов,mentor,lead,Game Development,Gameplay Programmer,lua; python; git; c++; unreal engine; game design; physics simulation; unity; blender; c#; docker,ru,offline,15,True,4,False,0.0
mentor_7b23c9f3,Кирилл Кузнецов,mentor,lead,Backend,Backend Developer,node.js; java; kubernetes; microservices; sql; go; redis; mongodb; rest api; python; kafka; postgresql; docker; grpc,ru,online,19,True,4,False,0.0
mentor_dceb1a85,Юлия Николаев,mentor,lead,Data Science,BI Analyst,spark; sql; pytorch; docker; airflow; mlflow; numpy; pandas,ru,offline,17,True,4,True,0.12
mentor_f38932c4,Виктория Борисов,mentor,middle,Blockchain,Blockchain Developer,rust; typescript; truffle; ethereum; hardhat; solidity,ru,online,4,False,0,True,0.19
mentor_c8a27481,Вера Андреев,mentor,middle,Frontend,TypeScript Developer,typescript; next.js; figma; html; tailwind; vue; javascript,ru,online,4,True,5,False,0.0
mentor_783eb0fc,Денис Орлов,mentor,middle,Data Science,Research Scientist,statistics; airflow; scikit-learn; mlflow; numpy,,online,4,True,2,False,0.0
mentor_60e99e23,Артём Соловьёв,mentor,senior,Data Science,Research Scientist,sql; R; tensorflow; numpy; mlflow; docker; statistics; python; pandas; kafka; scikit-learn; airflow,en,,5,True,1,False,0.0
mentor_8654fd42,Иван Козлов,mentor,lead,Frontend,React Developer,,,offline,12,True,5,True,0.11
mentor_65226b7b,Сергей Никитин,mentor,middle,Mobile,React Native Developer,android studio; react native; swift; git; ui/ux,ru,online,3,False,0,True,0.06
mentor_3c3697e0,Татьяна Михайлов,mentor,senior,Product Analytics,CRM Analyst,amplitude; mixpanel; tableau; statistics; python; a/b testing; power bi; excel,ru,online,6,True,4,False,0.0
mentor_b808bc23,Егор Орлов,mentor,senior,QA,Test Automation Engineer,appium; sql; selenium; git; jira; postman; test planning; allure; api testing; python,ru+en,online,6,True,2,False,0.0
mentor_3b3985c2,Артём Смирнов,mentor,middle,Frontend,Frontend Developer,angular; html; next.js; vite; react; javascript; webpack; graphql,en,offline,2,True,8,False,0.0
