id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback,experience_years,experience_norm,available,hours_per_week,boosted,boost_k
mentor_9a67caac,Виктория Павлов,senior,3,Backend,Software Engineer,ru,ru,,,sql; kubernetes; mongodb; microservices; go; kafka; node.js; docker; redis; postgresql; rest api,0,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0,8,0.7217,False,0,True,0.15
mentor_9564a2f1,Егор Новиков,lead,4,Mobile,React Native Developer,ru,ru,online,online,firebase; git; xcode; rest api; flutter; react native; android studio; java; swift; kotlin; ui/ux; objective-c,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,10,0.7876,False,0,False,0.0
mentor_0e3dfb65,Алексей Степанов,senior,3,QA,Manual Tester,ru+en,en|ru,offline,offline,jmeter; postman; cypress; sql; selenium; python; git; pytest; test planning; jira,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0,9,0.7563,True,3,False,0.0
mentor_6da5f668,Анна Алексеев,lead,4,Product Analytics,Product Analyst,ru,ru,online,online,a/b testing; sql; power bi; google analytics; excel; python; tableau; amplitude,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0,11,0.8162,True,3,False,0.0
mentor_d7a294cd,Роман Николаев,middle,2,Blockchain,Solidity Developer,en,en,offline,offline,solidity; smart contracts; ethereum; hardhat; python; typescript; nft; ethers.js; web3.js,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,6,0.6392,True,8,False,0.0
mentor_f91ebba6,Михаил Макаров,middle,2,Game Development,Technical Artist,ru,ru,online,online,physics simulation; unreal engine; git; c++; blender,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,2,0.3608,False,0,False,0.0
mentor_e1ddcbed,Артём Козлов,middle,2,QA,Test Automation Engineer,ru,ru,online,online,selenium; python; postman; test planning; jira; pytest; jmeter; pytorch,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,5,0.5885,False,0,False,0.0
mentor_c8541584,Дарья Смирнов,senior,3,Mobile,Mobile Architect,ru,ru,online,online,swift; kotlin; rest api; android studio; git; java; flutter; xcode; objective-c; react native; ui/ux; firebase,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0,5,0.5885,True,4,False,0.0
mentor_da76ea0c,Ольга Андреев,middle,2,Mobile,Android Developer,ru,ru,offline,offline,react native; ui/ux; flutter; kotlin; objective-c; firebase; git; xcode; swift,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0,3,0.4553,False,0,False,0.0
mentor_40a8fdc6,Арсений Никитин,senior,3,Data Science,Data Scientist,ru,ru,online,online,tensorflow; scikit-learn; numpy; r; spark; sql; python; pytorch; airflow; pandas; docker; statistics,0,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0,12,0.8425,True,2,False,0.0
mentor_2add607b,Наталья Павлов,middle,2,Product Analytics,Growth Analyst,en,en,hybrid,hybrid|offline|online,looker; amplitude; statistics; mixpanel; tableau; python; selenium,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,3,0.4553,True,6,False,0.0
mentor_ff08ed4f,Кирилл Павлов,middle,2,Frontend,React Developer,ru,ru,hybrid,hybrid|offline|online,angular; graphql; tailwind; typescript; webpack; vue,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0,5,0.5885,True,8,True,0.15
mentor_615cca08,Елена Попов,middle,2,Blockchain,Crypto Analyst,ru,ru,online,online,hardhat; defi; rust; smart contracts; nft; ethers.js; lua,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,3,0.4553,True,5,False,0.0
mentor_6715d708,Андрей Николаев,middle,2,Product Analytics,Retention Analyst,ru,ru,online,online,power bi; excel; statistics; tableau; looker; sql,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0,4,0.5286,True,6,True,0.05
mentor_49610000,Алина Михайлов,senior,3,Cybersecurity,SOC Analyst,ru+en,en|ru,online,online,nmap; metasploit; owasp; wireshark; burp suite; network security; linux; cryptography; siem; penetration testing; appium,0,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0,9,0.7563,True,6,False,0.0
mentor_bdbb5078,Артём Попов,lead,4,DevOps,Infrastructure Engineer,en,en,online,online,aws; github actions; ansible; kubernetes; terraform; helm; jenkins; linux; prometheus; gcp; grafana; bash; azure; docker; unreal engine,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0,17,0.9494,True,3,False,0.0
mentor_eb5c9134,Сергей Захаров,senior,3,Backend,Database Engineer,ru,ru,online,online,rest api; microservices; postgresql; grpc; python; java; node.js; go; sql; redis; kubernetes; kafka,0,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0,8,0.7217,True,1,False,0.0
mentor_26efd06d,Ольга Васильев,lead,4,Product Analytics,Growth Analyst,ru,ru,online,online,python; excel; amplitude; google analytics; power bi; looker; a/b testing; sql,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,19,0.984,True,8,False,0.0
mentor_c8e061bb,Виктория Зайцев,lead,4,QA,Performance Tester,en,en,hybrid,hybrid|offline|online,python; allure; jira; jmeter; git; sql; postman; api testing; cypress; selenium,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0,12,0.8425,True,5,False,0.0
mentor_dfa853f0,Никита Павлов,senior,3,Backend,Software Engineer,,,,,postgresql; python; kubernetes; node.js; go; kafka; mongodb; java; statistics,0,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0,5,0.5885,True,3,False,0.0
mentor_d88f2e6c,Александр Борисов,lead,4,QA,Test Automation Engineer,ru,ru,hybrid,hybrid|offline|online,appium; jmeter; git; postman; test planning; jira; sql; cypress; selenium; allure; api testing,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,19,0.984,True,8,True,0.19
mentor_266c2e85,Юлия Лебедев,middle,2,Backend,Java Developer,ru,ru,online,online,kubernetes; go; node.js; mongodb; redis; postgresql; kafka,0,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0,2,0.3608,False,0,False,0.0
mentor_4f496cf3,Александр Соловьёв,senior,3,Data Science,MLOps Engineer,ru,ru,online,online,airflow; r; statistics; tensorflow; scikit-learn; pandas; mlflow; pytorch; numpy; kafka; spark; postgresql,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0,12,0.8425,True,6,False,0.0
mentor_323bccce,Сергей Павлов,senior,3,DevOps,DevOps Engineer,en,en,online,online,ansible; prometheus; aws; kubernetes; grafana; docker; bash; azure,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,7,0.683,True,6,True,0.18
mentor_18a38f03,Мария Смирнов,lead,4,Game Development,Technical Artist,,,online,online,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,19,0.984,False,0,False,0.0
mentor_1a7ff0cb,Григорий Фёдоров,senior,3,Backend,Backend Developer,ru,ru,hybrid,hybrid|offline|online,kafka; rest api; python; sql; go; grpc; mongodb; postgresql; node.js; redis; microservices,0,"0.6448,0.0211,0.0194,0.0856,0.0567,0.0093,0.0146,0.0758,0.0378,0.0349",0,11,0.8162,False,0,False,0.0
mentor_6e507e0a,Елена Васильев,middle,2,Cybersecurity,SOC Analyst,en,en,online,online,wireshark; metasploit; linux; cryptography; burp suite; siem; c#,0,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0,3,0.4553,True,4,False,0.0
mentor_5caa765a,Егор Смирнов,lead,4,Frontend,React Developer,ru,ru,online,online,graphql; angular; next.js; tailwind; vite; vue; javascript; webpack; react; typescript; html; css,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0,12,0.8425,False,0,False,0.0
mentor_a5ae330b,Наталья Соловьёв,senior,3,Product Analytics,A/B Test Specialist,en,en,hybrid,hybrid|offline|online,excel; tableau; a/b testing; mixpanel; looker; python; amplitude; statistics; google analytics; pandas,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,11,0.8162,True,5,True,0.12
mentor_06b00543,Ольга Петров,senior,3,Backend,Backend Developer,ru+en,en|ru,online,online,node.js; mongodb; rest api; postgresql; docker; redis; go; java; kafka; kubernetes; sql; python,0,"0.6448,0.0211,0.0194,0.0856,0.0567,0.0093,0.0146,0.0758,0.0378,0.0349",0,7,0.683,True,4,False,0.0
mentor_152b70ea,Егор Алексеев,middle,2,Data Science,ML Engineer,en,en,hybrid,hybrid|offline|online,,1,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0,4,0.5286,True,8,False,0.0
mentor_e36bf69c,Екатерина Егоров,senior,3,QA,QA Engineer,ru+en,en|ru,hybrid,hybrid|offline|online,jmeter; cypress; postman; pytest; selenium; git; api testing; sql; appium,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,11,0.8162,True,6,False,0.0
mentor_e003debe,Антон Иванов,lead,4,Data Science,Research Scientist,ru,ru,,,numpy; sql; kafka; airflow; spark; tensorflow; pytorch; python; mlflow; r; scikit-learn; pandas; statistics; docker; git,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0,20,1.0,True,6,False,0.0
mentor_69ef6a32,Надежда Петров,lead,4,Mobile,Kotlin Developer,ru,ru,,,android studio; ui/ux; swift; flutter; git; react native; firebase; rest api; java; xcode; kotlin,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,20,1.0,True,3,False,0.0
mentor_97f69034,Светлана Петров,senior,3,Mobile,React Native Developer,ru+en,en|ru,online,online,swift; kotlin; react native; rest api; firebase; xcode; objective-c,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,11,0.8162,True,6,False,0.0
mentor_cef41c30,Ирина Лебедев,senior,3,Game Development,Game Developer,en,en,online,online,,1,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0,8,0.7217,True,3,False,0.0
mentor_90d48b74,Ольга Алексеев,middle,2,Product Analytics,A/B Test Specialist,ru,ru,hybrid,hybrid|offline|online,excel; statistics; a/b testing; amplitude; sql; power bi; python; tableau; wireshark,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,2,0.3608,False,0,False,0.0
mentor_13591a9b,Алексей Петров,senior,3,Blockchain,Blockchain Developer,,,online,online,ethereum; typescript; python; solidity; smart contracts; ethers.js; defi; truffle,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0,5,0.5885,True,2,False,0.0
mentor_c043a7da,Арсений Смирнов,senior,3,Game Development,Game Developer,,,,,physics simulation; game design; git; blender; opengl; c++; unreal engine; unity; c#; python,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0,5,0.5885,True,4,True,0.13
mentor_aff0153a,Алексей Егоров,middle,2,Frontend,UI Developer,ru,ru,online,online,angular; react; graphql; typescript; tailwind; ansible,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,4,0.5286,False,0,False,0.0
mentor_fa1703d1,Иван Лебедев,lead,4,Game Development,Game Designer,,,hybrid,hybrid|offline|online,opengl; game design; physics simulation; c++; git; unreal engine; blender; unity; python; xcode,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0,9,0.7563,True,2,True,0.13
mentor_595f9985,Иван Васильев,lead,4,DevOps,Infrastructure Engineer,en,en,,,grafana; docker; bash; gcp; helm; prometheus; ansible; azure; kubernetes; aws; jenkins; terraform; linux; statistics,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0,9,0.7563,False,0,False,0.0
mentor_496cdead,Михаил Морозов,senior,3,Product Analytics,A/B Test Specialist,ru,ru,offline,offline,statistics; amplitude; python; mixpanel; excel; a/b testing; google analytics; power bi; looker,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,5,0.5885,True,1,False,0.0
mentor_acfa5d82,Андрей Васильев,senior,3,Data Science,Data Analyst,,,,,pytorch; statistics; spark; tensorflow; pandas; kafka; r; docker; python,0,"0.0884,0.0148,0.0137,0.7227,0.0279,0.0093,0.0228,0.0055,0.0657,0.0291",0,12,0.8425,True,5,False,0.0
mentor_dd18ead3,Анна Макаров,middle,2,QA,QA Engineer,ru,ru,hybrid,hybrid|offline|online,pytest; jira; api testing; jmeter; allure; test planning; git; python; jenkins,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0,3,0.4553,True,5,False,0.0
mentor_f7e122bb,Григорий Попов,middle,2,DevOps,SRE,,,offline,offline,jenkins; linux; helm; aws; kubernetes; github actions; terraform; azure,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0,3,0.4553,True,3,False,0.0
mentor_1c63d11a,Владимир Макаров,lead,4,Blockchain,Blockchain Developer,ru,ru,online,online,python; hardhat; web3.js; nft; solidity; rust; ethereum; typescript; smart contracts; defi; truffle; ethers.js,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0,14,0.8895,True,5,False,0.0
mentor_9b1c2fe5,Артём Фёдоров,senior,3,Frontend,React Developer,en,en,offline,offline,javascript; css; webpack; html; next.js; figma; tailwind; vite; graphql; typescript,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0,9,0.7563,False,0,False,0.0
mentor_2804eada,Дмитрий Кузнецов,senior,3,QA,SDET,ru,ru,online,online,appium; jira; pytest; postman; cypress; git; jmeter; test planning; api testing; sql,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0,12,0.8425,True,3,False,0.0
mentor_66248484,Елена Петров,middle,2,Frontend,Web Developer,ru,ru,hybrid,hybrid|offline|online,vite; graphql; angular; webpack; next.js; css,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0,2,0.3608,True,2,False,0.0
mentor_d67dd077,Елена Никитин,senior,3,Game Development,Game Developer,ru,ru,online,online,c++; opengl; lua; unity; physics simulation; game design; unreal engine; git; python; c#,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0,9,0.7563,False,0,False,0.0
mentor_2bcf1feb,Григорий Фёдоров,middle,2,Frontend,Web Developer,en,en,online,online,figma; vue; css; react; graphql,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0,2,0.3608,False,0,False,0.0
mentor_c790bdc4,Сергей Николаев,senior,3,Cybersecurity,Security Architect,,,,,,1,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0,9,0.7563,True,3,False,0.0
mentor_56105218,Ольга Петров,lead,4,Frontend,Frontend Developer,ru+en,en|ru,online,online,vue; typescript; next.js; angular; react; tailwind; javascript; css; vite; figma; graphql; webpack,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0,18,0.9671,True,8,False,0.0
mentor_6a50b29e,Дмитрий Алексеев,senior,3,Blockchain,Solidity Developer,en,en,offline,offline,solidity; smart contracts; rust; truffle; python; web3.js; ethereum; defi; ethers.js; nft; typescript; hardhat,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,8,0.7217,True,5,False,0.0
mentor_148fff02,Юлия Павлов,senior,3,Game Development,Technical Artist,ru+en,en|ru,online,online,physics simulation; blender; c#; game design; unreal engine; unity; opengl; git; python; lua,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,9,0.7563,True,8,True,0.09
mentor_c94fe11f,Иван Кузнецов,senior,3,Blockchain,Crypto Analyst,ru,ru,hybrid,hybrid|offline|online,defi; ethers.js; ethereum; solidity; web3.js; typescript; rust,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,8,0.7217,True,2,False,0.0
mentor_75b6e3e8,Михаил Семёнов,lead,4,Game Development,Game Developer,ru,ru,online,online,c#; unreal engine; lua; unity; c++; physics simulation; git; game design; blender; python; opengl,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0,18,0.9671,True,1,False,0.0
mentor_a7b19e9a,Павел Михайлов,middle,2,Frontend,UI Developer,ru,ru,hybrid,hybrid|offline|online,figma; html; angular; vue; typescript; css; javascript; webpack; graphql,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,5,0.5885,True,8,True,0.07
mentor_0f88ed0f,Татьяна Смирнов,senior,3,Frontend,Angular Developer,en,en,offline,offline,angular; graphql; tailwind; figma; react; vite; next.js,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,6,0.6392,True,4,False,0.0
mentor_0c584a8c,Анна Соловьёв,senior,3,Backend,Python Developer,ru,ru,offline,offline,,1,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0,11,0.8162,True,1,True,0.11
mentor_dbf91235,Кирилл Андреев,lead,4,Product Analytics,Growth Analyst,ru,ru,hybrid,hybrid|offline|online,python; statistics; tableau; a/b testing; amplitude; looker; mixpanel; sql; power bi; excel; google analytics,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,16,0.9306,True,1,False,0.0
mentor_b5dfbe4c,Кирилл Соловьёв,senior,3,Product Analytics,A/B Test Specialist,en,en,hybrid,hybrid|offline|online,sql; power bi; amplitude; tableau; mixpanel; excel; python; looker; a/b testing; google analytics; statistics,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,8,0.7217,True,1,False,0.0
mentor_427b8523,Полина Попов,middle,2,Blockchain,Solidity Developer,ru,ru,online,online,truffle; web3.js; typescript; solidity; rust; ethers.js,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,3,0.4553,False,0,False,0.0
mentor_827614b2,Вера Михайлов,senior,3,Data Science,ML Engineer,ru,ru,online,online,spark; mlflow; pytorch; r; sql; scikit-learn; tensorflow; numpy; pandas; kafka; statistics,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0,7,0.683,True,4,False,0.0
mentor_f3f8143f,Алина Захаров,senior,3,DevOps,CI/CD Engineer,,,hybrid,hybrid|offline|online,,1,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0,5,0.5885,True,8,False,0.0
mentor_08e946bf,Александр Никитин,middle,2,Data Science,ML Engineer,ru,ru,hybrid,hybrid|offline|online,spark; airflow; scikit-learn; docker; sql; r; numpy; kafka; firebase,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0,4,0.5286,True,3,False,0.0
mentor_52c22ac2,Виктория Борисов,lead,4,Product Analytics,Marketing Analyst,ru+en,en|ru,online,online,a/b testing; statistics; excel; mixpanel; power bi; python; amplitude; google analytics; tableau; sql; looker,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0,12,0.8425,True,3,False,0.0
mentor_4c54bfab,Надежда Новиков,middle,2,Blockchain,Blockchain Developer,ru+en,en|ru,online,online,nft; python; solidity; web3.js; smart contracts; truffle; typescript,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0,5,0.5885,True,8,False,0.0
mentor_82fab8bd,Сергей Борисов,middle,2,Blockchain,Smart Contract Developer,en,en,online,online,rust; ethers.js; python; solidity; truffle; web3.js; ethereum; hardhat; smart contracts; wireshark,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,5,0.5885,False,0,False,0.0
